EPISODE_ID,SEASON_NAME,EPISODE_NUM,EPISODE_NAME,EPISODE_OVERVIEW,EPISODE_AIR_DATE,EPISODE_RTM,EPISODE_STILL,GUEST
41120,미드소머 머더스 시즌 12,5,에피소드 5,,2009-10-28,90,/6ul1WbnrnL6fq12EhKE7EeN6h4H.jpg,
41121,미드소머 머더스 시즌 12,6,에피소드 6,,2010-01-27,90,/67pfleWseGdwgfoyaz7lkXU9Trl.jpg,
41122,미드소머 머더스 시즌 12,7,에피소드 7,,2010-04-14,90,/pokyn3NiCdIF76a3yNBkRNxoWHZ.jpg,
41123,미드소머 머더스 시즌 12,4,에피소드 4,,2009-09-23,90,/afTP5yk79dy4gbEptEMKaBOHU1n.jpg,
41124,미드소머 머더스 시즌 12,1,에피소드 1,,2009-07-22,92,/h3gpjWH14hPYVYoMGNyFSwuV5Yk.jpg,
41125,미드소머 머더스 시즌 13,2,에피소드 2,,2010-05-12,90,/tXZ7Zqn1wMQZbXoJJnnSSB8ZdP5.jpg,
41126,미드소머 머더스 시즌 13,1,에피소드 1,,2010-02-10,90,/3vsfoPqqRENM97cx6wVGBFMLcb7.jpg,
41127,미드소머 머더스 시즌 13,4,에피소드 4,,2010-09-22,90,/qXbun3EZ9GMJvqNlUAyznQ8VtwY.jpg,
41128,미드소머 머더스 시즌 13,6,에피소드 6,,2010-10-13,90,/cn661RGTLE6sjtH9yuZcR8glQal.jpg,
41129,미드소머 머더스 시즌 13,5,에피소드 5,,2010-10-06,90,/ab8nTnZk7hjjfUoZsaRVyfamFZp.jpg,
41130,미드소머 머더스 시즌 13,3,에피소드 3,,2010-09-08,90,/8DFMFTMHAc9gjZoFswWVd0jrAaQ.jpg,
41131,미드소머 머더스 시즌 13,7,에피소드 7,,2011-01-12,90,/5LCr4F0wC54rJDCkmKNQuJZe3w1.jpg,
41147,미드소머 머더스 시즌 14,1,에피소드 1,,2011-03-23,90,/7b8xKVf0BvbLwpxxutF9d4DyjDY.jpg,
41148,미드소머 머더스 시즌 14,4,에피소드 4,,2011-05-25,90,/rmWmNIfI2gzDrX1FpwziSQUo9aM.jpg,
41149,미드소머 머더스 시즌 14,3,에피소드 3,,2011-04-20,90,/ohBdMQ0YMKGd7CjU4DkAqC1xbTV.jpg,
41150,미드소머 머더스 시즌 14,6,에피소드 6,,2011-10-12,90,/rhgYk4N8c403aaHkLDIXxZjTTTR.jpg,
41151,미드소머 머더스 시즌 14,7,에피소드 7,,2011-10-26,90,/eHNvyyECmKBbtE8KbnLYWk333Td.jpg,
41152,미드소머 머더스 시즌 14,5,에피소드 5,,2011-09-21,90,/ruKQiTB3VMGOxyOCgKEFSJAptCV.jpg,
41153,미드소머 머더스 시즌 14,8,에피소드 8,,2012-01-11,90,/uGixmtaYNvoBOyxPSC4MtCxukb2.jpg,
41154,미드소머 머더스 시즌 15,2,에피소드 2,,2012-03-21,90,/AoU821xt5fTC39LOACFizTzrNL2.jpg,
41155,미드소머 머더스 시즌 15,3,에피소드 3,,2012-09-25,90,/oVqEhmKtH3sL3ltYCPNnClu4qvQ.jpg,
41156,미드소머 머더스 시즌 15,4,에피소드 4,,2013-01-02,90,/ybrgpueTKzWlOJxrfcN6kD17TFm.jpg,
41157,미드소머 머더스 시즌 15,5,에피소드 5,,2013-01-09,90,/pILvRfYNmB4JdAxegBnPsk9iZTM.jpg,
41158,미드소머 머더스 시즌 15,6,에피소드 6,,2013-01-30,90,/kCRpp6xZ5wAkWQaqfbxLMSxbtS7.jpg,
48577,형사 콜롬보 시즌 1,1,에피소드 1,,1971-09-15,76,/knOKifhm2meCztVa7j8uzv1CqNt.jpg,
48578,형사 콜롬보 시즌 1,2,에피소드 2,,1971-10-06,76,/pDZq0MdPnIxERkFihyKMQBbuOqt.jpg,
48579,형사 콜롬보 시즌 1,3,에피소드 3,,1971-10-27,76,/dqfENjF5QSRPC9TETolPqZXUrUl.jpg,
48580,형사 콜롬보 시즌 1,4,에피소드 4,,1971-11-17,76,/5DAxNAPtFSMtupTvmAYPnxEH22z.jpg,
48581,형사 콜롬보 시즌 1,5,에피소드 5,,1971-12-15,75,/6vTnZR0prikf9pJY9W4HvM3EY2A.jpg,
48582,형사 콜롬보 시즌 1,6,에피소드 6,,1972-01-19,75,/3bZoMjkSWjIJcINa67AaQ7xgv4n.jpg,
48583,형사 콜롬보 시즌 1,7,에피소드 7,,1972-02-09,75,/oVaya3mDvq8ZO60NuCPeztPDIk7.jpg,
48584,형사 콜롬보 시즌 3,1,에피소드 1,,1973-09-23,73,/lS0sygPFGzEITxKAQ14YRpOdF3Z.jpg,
48585,형사 콜롬보 시즌 3,2,에피소드 2,,1973-10-07,96,/2JPLVcgNsy9Z5zhkiMHwHyJ5NES.jpg,
48586,형사 콜롬보 시즌 3,3,에피소드 3,,1973-11-04,93,/5JBOKgID1dk9u5Obre3HqbBCeRP.jpg,
48587,형사 콜롬보 시즌 3,4,에피소드 4,,1973-12-16,70,/6Vvhr316H4vhyyCQAZchzrmUuZX.jpg,
48588,형사 콜롬보 시즌 3,5,에피소드 5,,1974-01-18,73,/oyKSHUy7AX3fsGEWbPd7zk7Ijl.jpg,
48589,형사 콜롬보 시즌 3,6,에피소드 6,,1974-02-18,73,/sIvSI4RNCwTpqaBmk4aM0IYBSp2.jpg,
48590,형사 콜롬보 시즌 3,7,에피소드 7,,1974-03-03,99,/ejnKvL5j7Q8rlcOArAJzmzW5S6b.jpg,
48591,형사 콜롬보 시즌 3,8,에피소드 8,,1974-05-05,98,/qLMlsv9ti8aqRov7nOubnmyddJm.jpg,
48592,형사 콜롬보 시즌 2,1,에피소드 1,,1972-09-17,97,/hnTVj9eUOr8P7DoQOwrLPAg2jm5.jpg,
48593,형사 콜롬보 시즌 2,2,에피소드 2,,1972-10-15,74,/dwVMTLuGlCPzjsjwOoCwyd4p53d.jpg,
48594,형사 콜롬보 시즌 2,3,에피소드 3,,1972-11-05,74,/1Liab2ytqjiaV4ZclzZKkq8cVIH.jpg,
48595,형사 콜롬보 시즌 2,4,에피소드 4,,1972-11-26,98,/b6CQ2W006ux3LPN3gJLuJT92g92.jpg,
48596,형사 콜롬보 시즌 2,5,에피소드 5,,1973-01-21,74,/74leVi5Y4J8SFwDb9j8P1hn2KsC.jpg,
48597,형사 콜롬보 시즌 2,6,에피소드 6,,1973-02-11,74,/j9he4TDzlE2IN99nsHJ7TRm9Kgm.jpg,
48598,형사 콜롬보 시즌 2,7,에피소드 7,,1973-03-04,74,/njwURb1qop4h6ttEX9bdFBv1Mhl.jpg,
48599,형사 콜롬보 시즌 2,8,에피소드 8,,1973-03-25,74,/5kQYmLvecISahygyLqmYyAytXWp.jpg,
48600,형사 콜롬보 시즌 5,1,에피소드 1,,1975-09-14,98,/l2Rtr1FFKUoxutO7yoSh9yTc2PJ.jpg,
48601,형사 콜롬보 시즌 5,2,에피소드 2,,1975-10-12,75,/fTARU6rnJRv8mhtllZSGUlP85FP.jpg,
48602,형사 콜롬보 시즌 5,4,에피소드 4,,1976-02-01,75,/eE5O3RmrVx4gtphQf4ZeDRTKBjk.jpg,
48603,형사 콜롬보 시즌 5,3,에피소드 3,,1975-11-02,95,/sKIJcVTtr6nGCkYCupSUCmmoBeG.jpg,
48604,형사 콜롬보 시즌 5,5,에피소드 5,,1976-02-29,90,/2IIEvPO5Q3nE5v0dsm02gMQhlhX.jpg,
48605,형사 콜롬보 시즌 5,6,에피소드 6,,1976-03-02,91,/ayrv1Kb21xyGjRlFWWPFyyclffe.jpg,
48606,형사 콜롬보 시즌 4,1,에피소드 1,,1974-09-15,98,/tbStlR7zpGaED7He62K9mKIqe9I.jpg,
48607,형사 콜롬보 시즌 4,2,에피소드 2,,1974-10-15,91,/nEYg7LS0tJFwPODqvZn4MN4hy38.jpg,
48608,형사 콜롬보 시즌 4,3,에피소드 3,,1974-10-27,98,/mzq3UiVyj71U8rEu38h7FGij5Zq.jpg,
48609,형사 콜롬보 시즌 4,4,에피소드 4,,1975-02-09,98,/89P1WDvBXWlrbvZ9icNHnmVORll.jpg,
48610,형사 콜롬보 시즌 4,5,에피소드 5,,1975-03-02,74,/qWto7h2ixsopXG1UJgpPDSNKp0L.jpg,
48611,형사 콜롬보 시즌 4,6,에피소드 6,,1975-04-27,75,/5be4phjvyg3UORy3FSAst8RgeBh.jpg,
48612,형사 콜롬보 시즌 6,1,에피소드 1,,1976-10-10,73,/fx00uB1RdDuL0Qzwtg6O67OzTqt.jpg,
48613,형사 콜롬보 시즌 6,2,에피소드 2,,1976-11-28,73,/r9MEgFKg840iTS7lszQfcsXKMPa.jpg,
48614,형사 콜롬보 시즌 6,3,에피소드 3,,1977-05-22,74,/7XjVRnKHa5zjPPf0JGWFKMH4dxs.jpg,
48615,형사 콜롬보 시즌 7,1,에피소드 1,,1977-11-21,73,/qhhPoYCKqi6vvFqyc0kfHREAUVx.jpg,
48616,형사 콜롬보 시즌 7,2,에피소드 2,,1978-01-30,75,/sIoksNxRwwgOVDfHV2rilNtFc1y.jpg,
48617,형사 콜롬보 시즌 7,3,에피소드 3,,1978-02-28,98,/fr7rBq4OtQyNh7Md2wk6FkX3HpC.jpg,
48618,형사 콜롬보 시즌 7,4,에피소드 4,,1978-04-15,73,/cFXIiM3leEIgWXHcVi9KF2RY8ht.jpg,
48619,형사 콜롬보 시즌 7,5,에피소드 5,,1978-05-13,100,/bF5inKAWBd7UWCRJ0BLp4vDc8sS.jpg,
48620,형사 콜롬보 시즌 10,1,에피소드 1,,1990-12-09,98,/7WqL9a1rA7i7mY08hE8FMxYqXGL.jpg,
48621,형사 콜롬보 시즌 10,2,에피소드 2,,1991-02-20,98,/6NLSU2JrpyH0aJE8QLisqpL8zdO.jpg,
48622,형사 콜롬보 시즌 10,3,에피소드 3,,1991-04-29,98,/qZembMAL7w4Em7Ny6kCHA4Jp0ZU.jpg,
48626,형사 콜롬보 시즌 8,1,에피소드 1,,1989-02-06,93,/lce4MLXFZ2NeKlL5WPKFmz3Cg2d.jpg,
48627,형사 콜롬보 시즌 8,2,에피소드 2,,1989-02-27,96,/ljnd1OfSFPZh8j3AwHjbyMMtJyd.jpg,
48628,형사 콜롬보 시즌 8,3,에피소드 3,,1989-04-03,98,/auClRvdDTDtmjIDbRllyJzBaYms.jpg,
48629,형사 콜롬보 시즌 8,4,에피소드 4,,1989-05-01,95,/ygtZeWUibaG7DhdX9D1w02Pbydu.jpg,
48630,형사 콜롬보 시즌 9,1,에피소드 1,,1989-11-25,93,/wYMjtUyYXPMioCAWS7Ej8ZQTpWW.jpg,
48631,형사 콜롬보 시즌 9,2,에피소드 2,,1990-01-20,98,/nZfYNboIinD9ktIpEcmUtqcqr9L.jpg,
48632,형사 콜롬보 시즌 9,3,에피소드 3,,1990-02-10,97,/y8xzWU8SU0vA9AvaCwpD8xb67hZ.jpg,
48633,형사 콜롬보 시즌 9,4,에피소드 4,,1990-03-31,98,/6siMLUyoOwgwYfAyWCS2qkGGY8c.jpg,
48634,형사 콜롬보 시즌 9,5,에피소드 5,,1990-04-28,97,/ckprZkSznQVH97WmUw3Bpyzm9Od.jpg,
48635,형사 콜롬보 시즌 9,6,에피소드 6,,1990-05-14,94,/sZ9HYeoPdRuacmnmsrylwNhCubh.jpg,
62085,브레이킹 배드 시즌 1,1,화학 선생과 하이젠버그,폐암 말기 진단을 받은 한 고등학교 화학 교사는 자신의 가족을 부양하기 위해 필로폰을 추출해서 판매한다.,2008-01-20,59,/u90Ryx8OztC5OeVTXHPcZ8fnKoA.jpg,
62086,브레이킹 배드 시즌 1,2,완전범죄,월터와 제시는 첫 마약 거래가 무산되면서 시신 두 구를 처리해야만 한다. 한편 스카일러는 그녀의 남편이 나쁜 일을 꾸미고 있다고 의심한다.,2008-01-27,49,/xwQRVskT9IK7ktbrrWc2xoT4nPv.jpg,
62087,브레이킹 배드 시즌 1,3,흔들리는 마음,"월터는 자신의 첫 마약 거래가 끝난 후 뒤처리를 하고, 스카일러는 그의 이중생활에 대한 진실에 너무 가깝게 다가간다.",2008-02-10,49,/dLgiPZCVamFcaa7Gaqudrldj15h.jpg,
62088,브레이킹 배드 시즌 1,4,암 환자,자신의 질병에 대해 어쩔 수 없이 밝히게 된 월터는 계속 지불해야 하는 비싼 암 치료비를 어떻게 감당해야 할지 고민한다.,2008-02-17,49,/2UbRgW6apE4XPzhHPA726wUFyaR.jpg,
62089,브레이킹 배드 시즌 1,5,남자의 자존심,월터의 전 연구 파트너가 암 치료비를 선뜻 내준다고 하자 스카일러는 월터가 그 제안을 받아 들이도록 설득한다.,2008-02-24,49,/82G3wZgEvZLKcte6yoZJahUWBtx.jpg,
62090,브레이킹 배드 시즌 1,6,역할분담,부작용과 갈수록 늘어만 가는 치료비 때문에 월터는 제시에게 그들의 마약을 살 도매상을 찾도록 요구하지만 이로 인해 곤경에 빠진다.,2008-03-02,49,/rCCLuycNPL30W3BtuB8HafxEMYz.jpg,
62091,브레이킹 배드 시즌 1,7,대량 생산,제시가 죽을 뻔한 경험을 한 후에 월터는 무자비한 투코에게 더 많은 마약을 만들어 주겠다고 동의한다. 한편 스카일러는 여동생이 절도를 한다고 의심한다.,2008-03-09,48,/1dgFAsajUpUT7DLXgAxHb9GyXHH.jpg,
62094,브레이킹 배드 시즌 2,3,기발한 알리바이,행크에게 자신의 마약 거래 활동에 대해 발각될 처지에 놓인 월터는 자신의 행적을 감추기 위한 계획을 꾸민다.,2009-03-22,47,/p69fPkpnnxUmevhupJiDeYfQxxl.jpg,
62095,브레이킹 배드 시즌 2,4,대화의 부재,월터는 깊어져만 가는 자신과 스카일러 사이의 골을 해결하기 위해 노력한다. 한편 부모님으로부터 강제로 쫓겨난 제시는 갈 곳이 없다.,2009-03-29,48,/9xi18yhtCLrrJ2plZjXgfGqeTjU.jpg,
62096,브레이킹 배드 시즌 2,5,새로운 시작,행크는 투코와 대면하면서 받은 충격에서 자신을 추스른다. 한편 제시는 더 많은 마약을 판매하기 위해 유통책을 모집한다.,2009-04-05,48,/bPQxF63jhfT5eNYjhzuGEO7oMQg.jpg,
62097,브레이킹 배드 시즌 2,6,불편한 진실,"제시는 스키니 피트의 약을 훔친 중독자를 뒤쫓고, 월터는 치료비를 어떻게 마련했는지 설명할 변명거리를 생각해 낸다.",2009-04-12,48,/tfCuh20gNHGGF6A1te3NmiqML6D.jpg,
62098,브레이킹 배드 시즌 2,7,제시의 유명세,제시가 마약왕으로 명성을 쌓으면서 월터는 사업의 규모를 확장하기로 한다. 행크는 마약단속국 엘 파소 사무실로 진출한 후 동요한다.,2009-04-19,48,/1IOnhCCeru1BZUPeppu7tMmtxvL.jpg,
62099,브레이킹 배드 시즌 2,8,사울에게 전화하세요,배저의 체포로 인해 월월터와 제시는 수상해 보이는 변호사와 함께 하게 된다.,2009-04-26,48,/KmFdF23FtbPwwz3FJF2T885r2Z.jpg,
62100,브레이킹 배드 시즌 2,9,사막의 긴 주말,"살 날이 많지 않다고 걱정하는 월터는 마약을 대량으로 제조해 가족을 부양하려 하고, 제시에게 도움을 요청한다.",2009-05-03,48,/331AHaKegOuLZtN3kLvdrO8Yt9s.jpg,
62101,브레이킹 배드 시즌 2,10,다시 그 자리로,"월터는 그의 암 치료에 대한 좋은 소식을 접한 후, 집의 상황을 바로잡는 데에 온 신경을 쏟기 전, 처남을 공격한다.",2009-05-10,48,/wGobAJ0h54788xCMkRKaJTQMMtq.jpg,
62102,브레이킹 배드 시즌 2,11,만다라,"임신 말기에 스카일러는 감정이 불안해지게 되고, 마약 거래상의 죽음 때문에 월터는 메스를 처분할 곳을 찾아야 하는 처지에 놓인다.",2009-05-17,48,/yeQAQsV4WPTmKWTyuDhF3DAna1x.jpg,
62103,브레이킹 배드 시즌 2,12,피닉스,대규모 마약 거래를 성사시키느라 딸의 생일을 축하해 주지 못한 월터는 제시의 여자친구와 돈을 나누는 문제로 싸우게 된다.,2009-05-24,48,/r7FWeTSN6F4M6OEsHXji2Z3462d.jpg,
62104,브레이킹 배드 시즌 2,13,공중분해,월터는 자신과 제시의 삶을 원래대로 돌리려 하면서 수술을 준비하고 자신의 수입원을 스카일러와 월터 주니어로부터 비밀로 하기 위해 애쓴다.,2009-05-31,48,/xdSWJjptnLAvFnh5Is6iJPlH1ds.jpg,
62105,브레이킹 배드 시즌 3,1,이제 그만,월터는 비행기 사고에 뒤이어 스카일러의 이혼 요구를 받는다. 한편 제시는 재활센터에서 서로 충돌하는 역할들을 모두 해내는 법을 배운다.,2010-03-21,48,/gOevWiZjFEeZgJBCQnWySzd6no9.jpg,
62106,브레이킹 배드 시즌 3,2,이름없는 말,"스카일러는 이혼을 할 생각을 품고, 아무것도 알지 못하는 월터는 복수를 꾀하는 두 멕시코 마약 카르텔 저격수와 대면하게 된다.",2010-03-28,48,/mt9HtDly0I4vmxs5INljWt311IL.jpg,
62107,브레이킹 배드 시즌 3,3,I. F. T.,월터가 스카일러의 위협에 개의치 않고 스카일러의 동의 없이 집으로 돌아오자 둘 사이의 긴장이 고조된다. 한편 제시는 마약 거래를 다시 시작할지 고심한다.,2010-04-04,48,/jH2nkMFxuX5tXc832jyDNU4AjKq.jpg,
62108,브레이킹 배드 시즌 3,4,녹색 신호,새로 만들어진 마약으로 제시가 다시 마약판매를 하게 되자 월터도 휘말리게 된다. 스카일러와 상사와의 관계는 혼란스럽게 변해가는데...,2010-04-11,48,/1Se5PpvIgUey9MgXmrKkgO8HVye.jpg,
62109,브레이킹 배드 시즌 3,5,귀환,"스카일러가 월터를 다시 받아줄지 고민하는 사이, 월터는 마약 거래를 다시 해야 할지 생각한다. 한편 행크의 집착은 제시를 곤란하게 만든다.",2010-04-18,48,/m2cipfAKEdLR4MIZKA3EiOcTYiZ.jpg,
62110,브레이킹 배드 시즌 3,6,일몰,월터와 제시의 낡은 차를 발견한 그들은 추격전을 벌인다. 월터는 거스의 최신식 마약 제조실에서 사업을 재개한다.,2010-04-25,48,/sl5zRr0u0kYcIyCdQjOTsexq4bL.jpg,
